name,set,google_search_url,Ungraded,Grade_9,Grade_10,final_url
Shellos East Sea,Majestic Dawn,https://www.google.com/search?q=Shellos East Sea Majestic Dawn site:pricecharting.com,1.23,11.33,,https://www.pricecharting.com/game/pokemon-majestic-dawn/shellos-east-sea-73
Espeon V,Evolving Skies,https://www.google.com/search?q=Espeon V Evolving Skies site:pricecharting.com,138,164.67,295,https://www.pricecharting.com/game/pokemon-evolving-skies/espeon-v-180
Spearow,151,https://www.google.com/search?q=Spearow 151 site:pricecharting.com,1,11.53,34.22,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/spearow-21
Zweilous,Evolving Skies,https://www.google.com/search?q=Zweilous Evolving Skies site:pricecharting.com,0.99,12.08,34.15,https://www.pricecharting.com/game/pokemon-evolving-skies/zweilous-114
Raichu,Cosmic Eclipse,https://www.google.com/search?q=Raichu Cosmic Eclipse site:pricecharting.com,1.8,25,70,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/raichu-67
Floette,Cosmic Eclipse,https://www.google.com/search?q=Floette Cosmic Eclipse site:pricecharting.com,1.34,13.17,35.39,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/floette-151
Xatu,Cosmic Eclipse,https://www.google.com/search?q=Xatu Cosmic Eclipse site:pricecharting.com,1.17,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/xatu-79
Cramorant V,Shining Fates,https://www.google.com/search?q=Cramorant V Shining Fates site:pricecharting.com,1.5,9,24.51,https://www.pricecharting.com/game/pokemon-shining-fates/cramorant-v-54
Dialga,Evolving Skies,https://www.google.com/search?q=Dialga Evolving Skies site:pricecharting.com,1.61,6.5,11.99,https://www.pricecharting.com/game/pokemon-evolving-skies/dialga-112
Drampa,Cosmic Eclipse,https://www.google.com/search?q=Drampa Cosmic Eclipse site:pricecharting.com,1.49,13.53,35.99,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/drampa-159
Tangela,Base,https://www.google.com/search?q=Tangela Base site:pricecharting.com,1.37,20.96,50,https://www.pricecharting.com/game/pokemon-base-set/tangela-66
Blacephalon,Cosmic Eclipse,https://www.google.com/search?q=Blacephalon Cosmic Eclipse site:pricecharting.com,2.88,8,41.53,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/blacephalon-104
Emboar,Cosmic Eclipse,https://www.google.com/search?q=Emboar Cosmic Eclipse site:pricecharting.com,1.72,17.52,36.95,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/emboar-33
Machamp,151,https://www.google.com/search?q=Machamp 151 site:pricecharting.com,1.67,12,36.59,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/machamp-holo-68
Farfetch'd,151,https://www.google.com/search?q=Farfetch'd 151 site:pricecharting.com,1.5,12.29,36.34,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/farfetch%27d-reverse-holo-83
Heracross,Boundaries Crossed,https://www.google.com/search?q=Heracross Boundaries Crossed site:pricecharting.com,5,32.32,76.04,https://www.pricecharting.com/game/pokemon-boundaries-crossed/heracross-reverse-holo-8
Mothim,Majestic Dawn,https://www.google.com/search?q=Mothim Majestic Dawn site:pricecharting.com,1.85,21.72,60.39,https://www.pricecharting.com/game/pokemon-majestic-dawn/mothim-42
Dracozolt VMAX,Evolving Skies,https://www.google.com/search?q=Dracozolt VMAX Evolving Skies site:pricecharting.com,2.22,11.03,35.58,https://www.pricecharting.com/game/pokemon-evolving-skies/dracozolt-vmax-59
Herdier,Evolving Skies,https://www.google.com/search?q=Herdier Evolving Skies site:pricecharting.com,1.17,12.23,34.35,https://www.pricecharting.com/game/pokemon-evolving-skies/herdier-134
Charmander,Boundaries Crossed,https://www.google.com/search?q=Charmander Boundaries Crossed site:pricecharting.com,2.89,22,56.61,https://www.pricecharting.com/game/pokemon-boundaries-crossed/charmander-18
Meowth,151,https://www.google.com/search?q=Meowth 151 site:pricecharting.com,1.16,11.77,34.9,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/meowth-52
Mewtwo,Majestic Dawn,https://www.google.com/search?q=Mewtwo Majestic Dawn site:pricecharting.com,14.73,133.58,318.93,https://www.pricecharting.com/game/pokemon-majestic-dawn/mewtwo-9
Haunter,Evolutions,https://www.google.com/search?q=Haunter Evolutions site:pricecharting.com,1.25,11.64,44.05,https://www.pricecharting.com/game/pokemon-evolutions/haunter-48
Scizor,Boundaries Crossed,https://www.google.com/search?q=Scizor Boundaries Crossed site:pricecharting.com,4.64,37,319.92,https://www.pricecharting.com/game/pokemon-boundaries-crossed/scizor-94
Jolteon,Majestic Dawn,https://www.google.com/search?q=Jolteon Majestic Dawn site:pricecharting.com,3.38,34.99,108.54,https://www.pricecharting.com/game/pokemon-majestic-dawn/jolteon-23
Jumpluff,Evolving Skies,https://www.google.com/search?q=Jumpluff Evolving Skies site:pricecharting.com,1.38,10,10.5,https://www.pricecharting.com/game/pokemon-evolving-skies/jumpluff-4
Growlithe,151,https://www.google.com/search?q=Growlithe 151 site:pricecharting.com,1.55,9.99,36.54,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/growlithe-reverse-holo-58
Snivy,Boundaries Crossed,https://www.google.com/search?q=Snivy Boundaries Crossed site:pricecharting.com,2.03,16.01,19,https://www.pricecharting.com/game/pokemon-boundaries-crossed/snivy-11
Cinderace VMAX,Shining Fates,https://www.google.com/search?q=Cinderace VMAX Shining Fates site:pricecharting.com,2.05,10,24.56,https://www.pricecharting.com/game/pokemon-shining-fates/cinderace-vmax-19
Zygarde,Evolving Skies,https://www.google.com/search?q=Zygarde Evolving Skies site:pricecharting.com,1.4,13,22.71,https://www.pricecharting.com/game/pokemon-evolving-skies/zygarde-118
Grotle,Majestic Dawn,https://www.google.com/search?q=Grotle Majestic Dawn site:pricecharting.com,1.69,20.71,57.74,https://www.pricecharting.com/game/pokemon-majestic-dawn/grotle-37
Litleo,Evolving Skies,https://www.google.com/search?q=Litleo Evolving Skies site:pricecharting.com,0.82,11.89,33.77,https://www.pricecharting.com/game/pokemon-evolving-skies/litleo-22
Flareon,Jungle,https://www.google.com/search?q=Flareon Jungle site:pricecharting.com,29.56,121.52,642.43,https://www.pricecharting.com/game/pokemon-jungle/flareon-3
Eldegoss,Evolving Skies,https://www.google.com/search?q=Eldegoss Evolving Skies site:pricecharting.com,1.61,10,36.28,https://www.pricecharting.com/game/pokemon-evolving-skies/eldegoss-16
Machoke,Base,https://www.google.com/search?q=Machoke Base site:pricecharting.com,1.85,21.79,70.85,https://www.pricecharting.com/game/pokemon-base-set/machoke-34
Zarude,Shining Fates,https://www.google.com/search?q=Zarude Shining Fates site:pricecharting.com,1.08,12.18,34.11,https://www.pricecharting.com/game/pokemon-shining-fates/zarude-16
Ponyta,Evolutions,https://www.google.com/search?q=Ponyta Evolutions site:pricecharting.com,1.09,13.49,70.11,https://www.pricecharting.com/game/pokemon-evolutions/ponyta-19
Ninetales BREAK,Evolutions,https://www.google.com/search?q=Ninetales BREAK Evolutions site:pricecharting.com,3.9,19.45,56,https://www.pricecharting.com/game/pokemon-evolutions/ninetales-break-16
Victreebel,151,https://www.google.com/search?q=Victreebel 151 site:pricecharting.com,1.46,11.91,35.27,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/victreebel-reverse-holo-71
Sealeo,Cosmic Eclipse,https://www.google.com/search?q=Sealeo Cosmic Eclipse site:pricecharting.com,1.17,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/sealeo-51
Florges,Cosmic Eclipse,https://www.google.com/search?q=Florges Cosmic Eclipse site:pricecharting.com,1.99,9.96,27.1,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/florges-152
Pinsir,Jungle,https://www.google.com/search?q=Pinsir Jungle site:pricecharting.com,14.5,64.25,507.26,https://www.pricecharting.com/game/pokemon-jungle/pinsir-9
Gloom,Cosmic Eclipse,https://www.google.com/search?q=Gloom Cosmic Eclipse site:pricecharting.com,1.11,12.63,34.46,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/gloom-3
Victreebel,Jungle,https://www.google.com/search?q=Victreebel Jungle site:pricecharting.com,15.46,68.65,549.99,https://www.pricecharting.com/game/pokemon-jungle/victreebel-14
Seel,Evolutions,https://www.google.com/search?q=Seel Evolutions site:pricecharting.com,0.99,11,50.39,https://www.pricecharting.com/game/pokemon-evolutions/seel-28
Beedrill,Evolutions,https://www.google.com/search?q=Beedrill Evolutions site:pricecharting.com,1.49,8.48,21.4,https://www.pricecharting.com/game/pokemon-evolutions/beedrill-7
Piplup,Cosmic Eclipse,https://www.google.com/search?q=Piplup Cosmic Eclipse site:pricecharting.com,43.74,53.5,228.73,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/piplup-239
Seismitoad,Evolving Skies,https://www.google.com/search?q=Seismitoad Evolving Skies site:pricecharting.com,1.17,12.23,34.45,https://www.pricecharting.com/game/pokemon-evolving-skies/seismitoad-90
Togepi,Boundaries Crossed,https://www.google.com/search?q=Togepi Boundaries Crossed site:pricecharting.com,1.73,7.5,56.23,https://www.pricecharting.com/game/pokemon-boundaries-crossed/togepi-110
Nidoran♀,151,https://www.google.com/search?q=Nidoran♀ 151 site:pricecharting.com,3.49,15.28,15.51,https://www.pricecharting.com/pt/game/pokemon-scarlet-&-violet-151/nidoran-reverse-holo-29
Horsea,Shining Fates,https://www.google.com/search?q=Horsea Shining Fates site:pricecharting.com,0.89,11.8,29.95,https://www.pricecharting.com/game/pokemon-shining-fates/horsea-20
Leafeon V,Evolving Skies,https://www.google.com/search?q=Leafeon V Evolving Skies site:pricecharting.com,101.39,109.19,204.24,https://www.pricecharting.com/game/pokemon-evolving-skies/leafeon-v-167
Fearow,Jungle,https://www.google.com/search?q=Fearow Jungle site:pricecharting.com,1.3,21.13,59.99,https://www.pricecharting.com/game/pokemon-jungle/fearow-36
Decidueye,Cosmic Eclipse,https://www.google.com/search?q=Decidueye Cosmic Eclipse site:pricecharting.com,2.44,25.66,29,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/decidueye-20
Tropius,Evolving Skies,https://www.google.com/search?q=Tropius Evolving Skies site:pricecharting.com,1.07,8.5,34.07,https://www.pricecharting.com/game/pokemon-evolving-skies/tropius-6
Squirtle,Base,https://www.google.com/search?q=Squirtle Base site:pricecharting.com,1.72,37.88,176.68,https://www.pricecharting.com/game/pokemon-base-set/squirtle-63
Omanyte,Majestic Dawn,https://www.google.com/search?q=Omanyte Majestic Dawn site:pricecharting.com,1.69,5.69,62.65,https://www.pricecharting.com/game/pokemon-majestic-dawn/omanyte-69
Alolan Muk,Cosmic Eclipse,https://www.google.com/search?q=Alolan Muk Cosmic Eclipse site:pricecharting.com,1.76,14.13,37.03,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/alolan-muk-131
Omastar,Majestic Dawn,https://www.google.com/search?q=Omastar Majestic Dawn site:pricecharting.com,2.06,23.06,63.84,https://www.pricecharting.com/game/pokemon-majestic-dawn/omastar-26
Palkia,Majestic Dawn,https://www.google.com/search?q=Palkia Majestic Dawn site:pricecharting.com,10,64.54,190.32,https://www.pricecharting.com/game/pokemon-majestic-dawn/palkia-11
Slowking,Neo Genesis,https://www.google.com/search?q=Slowking Neo Genesis site:pricecharting.com,26.59,121.74,5699,https://www.pricecharting.com/game/pokemon-neo-genesis/slowking-14
Exeggutor,151,https://www.google.com/search?q=Exeggutor 151 site:pricecharting.com,2.15,9.5,39.07,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/exeggutor-reverse-holo-103
Sandslash,Boundaries Crossed,https://www.google.com/search?q=Sandslash Boundaries Crossed site:pricecharting.com,1.59,10,40.65,https://www.pricecharting.com/game/pokemon-boundaries-crossed/sandslash-79
Cubone,Jungle,https://www.google.com/search?q=Cubone Jungle site:pricecharting.com,1.83,25,94.87,https://www.pricecharting.com/game/pokemon-jungle/cubone-50
Cramorant VMAX,Shining Fates,https://www.google.com/search?q=Cramorant VMAX Shining Fates site:pricecharting.com,2.23,12,25.18,https://www.pricecharting.com/game/pokemon-shining-fates/cramorant-vmax-55
Kangaskhan,Majestic Dawn,https://www.google.com/search?q=Kangaskhan Majestic Dawn site:pricecharting.com,2.67,12.05,73.53,https://www.pricecharting.com/game/pokemon-majestic-dawn/kangaskhan-reverse-holo-38
Kabutops,151,https://www.google.com/search?q=Kabutops 151 site:pricecharting.com,1.69,11,39.99,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/kabutops-141
Mewtwo,Base,https://www.google.com/search?q=Mewtwo Base site:pricecharting.com,18.45,176.5,1001.21,https://www.pricecharting.com/game/pokemon-base-set/mewtwo-10
Magmar,Evolutions,https://www.google.com/search?q=Magmar Evolutions site:pricecharting.com,1.44,9.95,76.32,https://www.pricecharting.com/game/pokemon-evolutions/magmar-20
Florges,Evolving Skies,https://www.google.com/search?q=Florges Evolving Skies site:pricecharting.com,1.52,7.5,22.06,https://www.pricecharting.com/game/pokemon-evolving-skies/florges-73
Pyroar,Evolving Skies,https://www.google.com/search?q=Pyroar Evolving Skies site:pricecharting.com,1.09,12.09,23.98,https://www.pricecharting.com/game/pokemon-evolving-skies/pyroar-23
Garbodor VMAX,Evolving Skies,https://www.google.com/search?q=Garbodor VMAX Evolving Skies site:pricecharting.com,2.24,11.28,26,https://www.pricecharting.com/game/pokemon-evolving-skies/garbodor-vmax-101
Farfetch'd,Hidden Fates,https://www.google.com/search?q=Farfetch'd Hidden Fates site:pricecharting.com,1.92,13.36,32.21,https://www.pricecharting.com/game/pokemon-hidden-fates/farfetch%27d-reverse-holo-45
Starmie,Evolutions,https://www.google.com/search?q=Starmie Evolutions site:pricecharting.com,1.49,8.77,29.96,https://www.pricecharting.com/game/pokemon-evolutions/starmie-31
Muk,151,https://www.google.com/search?q=Muk 151 site:pricecharting.com,1.07,11.63,34.52,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/muk-89
Skarmory,Neo Genesis,https://www.google.com/search?q=Skarmory Neo Genesis site:pricecharting.com,18.85,54.99,512.5,https://www.pricecharting.com/game/pokemon-neo-genesis/skarmory-13
Dragonite-EX,Evolutions,https://www.google.com/search?q=Dragonite-EX Evolutions site:pricecharting.com,19.49,34,190.63,https://www.pricecharting.com/game/pokemon-evolutions/dragonite-ex-106
Gastly,151,https://www.google.com/search?q=Gastly 151 site:pricecharting.com,1.31,6.5,37,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/gastly-reverse-holo-92
Arbok,Hidden Fates,https://www.google.com/search?q=Arbok Hidden Fates site:pricecharting.com,1.68,20,24,https://www.pricecharting.com/game/pokemon-hidden-fates/arbok-27
Quilava,Neo Genesis,https://www.google.com/search?q=Quilava Neo Genesis site:pricecharting.com,3,16.35,48.39,https://www.pricecharting.com/game/pokemon-neo-genesis/quilava-46
Snorlax,151,https://www.google.com/search?q=Snorlax 151 site:pricecharting.com,9.99,20.75,80.79,https://www.pricecharting.com/game/pokemon-promo/snorlax-51
Stoutland,Cosmic Eclipse,https://www.google.com/search?q=Stoutland Cosmic Eclipse site:pricecharting.com,5.94,16.45,49.99,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/stoutland-248
Venusaur ex,151,https://www.google.com/search?q=Venusaur ex 151 site:pricecharting.com,65.68,71,260.83,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/venusaur-ex-198
Machamp,Base,https://www.google.com/search?q=Machamp Base site:pricecharting.com,14.98,159.95,1052.81,https://www.pricecharting.com/game/pokemon-base-set/machamp-1st-edition-8
Buzzwole,Cosmic Eclipse,https://www.google.com/search?q=Buzzwole Cosmic Eclipse site:pricecharting.com,5.54,10.5,60.58,https://www.pricecharting.com/game/pokemon-promo/buzzwole-sm218
Gigalith,Evolving Skies,https://www.google.com/search?q=Gigalith Evolving Skies site:pricecharting.com,1.25,12.38,34.76,https://www.pricecharting.com/game/pokemon-evolving-skies/gigalith-88
Dusknoir,Boundaries Crossed,https://www.google.com/search?q=Dusknoir Boundaries Crossed site:pricecharting.com,2.37,24.37,199.99,https://www.pricecharting.com/game/pokemon-boundaries-crossed/dusknoir-63
Luxray,Shining Fates,https://www.google.com/search?q=Luxray Shining Fates site:pricecharting.com,1.71,7.02,24.25,https://www.pricecharting.com/game/pokemon-shining-fates/luxray-33
Rapidash,151,https://www.google.com/search?q=Rapidash 151 site:pricecharting.com,1.09,11.66,35,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/rapidash-78
Scyther,Majestic Dawn,https://www.google.com/search?q=Scyther Majestic Dawn site:pricecharting.com,2.99,17.86,79.1,https://www.pricecharting.com/game/pokemon-majestic-dawn/scyther-46
Sableye,Evolving Skies,https://www.google.com/search?q=Sableye Evolving Skies site:pricecharting.com,0.84,11.66,33.31,https://www.pricecharting.com/game/pokemon-evolving-skies/sableye-67
Glaceon VMAX,Evolving Skies,https://www.google.com/search?q=Glaceon VMAX Evolving Skies site:pricecharting.com,275,289,428.38,https://www.pricecharting.com/game/pokemon-evolving-skies/glaceon-vmax-209
Staryu,Hidden Fates,https://www.google.com/search?q=Staryu Hidden Fates site:pricecharting.com,0.99,0.99,,https://www.pricecharting.com/game/pokemon-hidden-fates/staryu-13
Electabuzz,151,https://www.google.com/search?q=Electabuzz 151 site:pricecharting.com,1.99,7.48,,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/electabuzz-cosmos-holo-125
Charizard,Evolutions,https://www.google.com/search?q=Charizard Evolutions site:pricecharting.com,43.61,110,1694.38,https://www.pricecharting.com/game/pokemon-evolutions/charizard-11
Pikachu,Hidden Fates,https://www.google.com/search?q=Pikachu Hidden Fates site:pricecharting.com,1.63,17.43,30.92,https://www.pricecharting.com/game/pokemon-hidden-fates/pikachu-19
Bronzong,Majestic Dawn,https://www.google.com/search?q=Bronzong Majestic Dawn site:pricecharting.com,3.79,71.77,86,https://www.pricecharting.com/game/pokemon-majestic-dawn/bronzong-reverse-holo-16
Pikachu,151,https://www.google.com/search?q=Pikachu 151 site:pricecharting.com,28.9,37.02,156.15,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/pikachu-173
Wooper,Neo Genesis,https://www.google.com/search?q=Wooper Neo Genesis site:pricecharting.com,1.84,10.5,41.8,https://www.pricecharting.com/game/pokemon-neo-genesis/wooper-82
Snorlax,Jungle,https://www.google.com/search?q=Snorlax Jungle site:pricecharting.com,32.53,257.51,2592.3,https://www.pricecharting.com/game/pokemon-jungle/snorlax-11
Typhlosion,Neo Genesis,https://www.google.com/search?q=Typhlosion Neo Genesis site:pricecharting.com,84.88,285.4,974.71,https://www.pricecharting.com/game/pokemon-neo-genesis/typhlosion-17
Phione,Cosmic Eclipse,https://www.google.com/search?q=Phione Cosmic Eclipse site:pricecharting.com,5.99,24.99,250,https://www.pricecharting.com/game/pokemon-promo/phione-sm220
Helioptile,Cosmic Eclipse,https://www.google.com/search?q=Helioptile Cosmic Eclipse site:pricecharting.com,1.12,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/helioptile-179
Indeedee,Shining Fates,https://www.google.com/search?q=Indeedee Shining Fates site:pricecharting.com,1.82,5,16.06,https://www.pricecharting.com/game/pokemon-shining-fates/indeedee-v-39
Azumarill,Neo Genesis,https://www.google.com/search?q=Azumarill Neo Genesis site:pricecharting.com,14.96,55,433.07,https://www.pricecharting.com/game/pokemon-neo-genesis/azumarill-2
Sharpedo,Evolving Skies,https://www.google.com/search?q=Sharpedo Evolving Skies site:pricecharting.com,1.23,12.39,34.76,https://www.pricecharting.com/game/pokemon-evolving-skies/sharpedo-36
Delcatty,Boundaries Crossed,https://www.google.com/search?q=Delcatty Boundaries Crossed site:pricecharting.com,1.32,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/delcatty-114
Solgaleo,Cosmic Eclipse,https://www.google.com/search?q=Solgaleo Cosmic Eclipse site:pricecharting.com,11.19,,97.17,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/solgaleo-stamped-142
Pumpkaboo,Evolving Skies,https://www.google.com/search?q=Pumpkaboo Evolving Skies site:pricecharting.com,1.31,12.5,34.99,https://www.pricecharting.com/game/pokemon-evolving-skies/pumpkaboo-76
Clefairy,Cosmic Eclipse,https://www.google.com/search?q=Clefairy Cosmic Eclipse site:pricecharting.com,1.06,12.5,34.26,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/clefairy-144
Electabuzz,Boundaries Crossed,https://www.google.com/search?q=Electabuzz Boundaries Crossed site:pricecharting.com,1.49,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/electabuzz-53
Vullaby,Boundaries Crossed,https://www.google.com/search?q=Vullaby Boundaries Crossed site:pricecharting.com,1.55,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/vullaby-92
Alakazam,Base,https://www.google.com/search?q=Alakazam Base site:pricecharting.com,30.55,150,861.51,https://www.pricecharting.com/game/pokemon-base-set/alakazam-1
Toxicroak,Boundaries Crossed,https://www.google.com/search?q=Toxicroak Boundaries Crossed site:pricecharting.com,1.6,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/toxicroak-66
Goldeen,151,https://www.google.com/search?q=Goldeen 151 site:pricecharting.com,1.35,12.06,35.7,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/goldeen-118
Nidoking BREAK,Evolutions,https://www.google.com/search?q=Nidoking BREAK Evolutions site:pricecharting.com,3,12.5,46.71,https://www.pricecharting.com/game/pokemon-evolutions/nidoking-break-46
Thievul,Shining Fates,https://www.google.com/search?q=Thievul Shining Fates site:pricecharting.com,2.41,8.87,16.05,https://www.pricecharting.com/game/pokemon-shining-fates/thievul-sv082
Noctowl,Neo Genesis,https://www.google.com/search?q=Noctowl Neo Genesis site:pricecharting.com,2.79,22.06,48.72,https://www.pricecharting.com/game/pokemon-neo-genesis/noctowl-42
Blastoise-EX,Evolutions,https://www.google.com/search?q=Blastoise-EX Evolutions site:pricecharting.com,5,19.97,55.09,https://www.pricecharting.com/game/pokemon-evolutions/blastoise-ex-21
Nidoran ♀,Jungle,https://www.google.com/search?q=Nidoran ♀ Jungle site:pricecharting.com,1.06,13.75,48.55,https://www.pricecharting.com/game/pokemon-jungle/nidoran-57
Vaporeon,Hidden Fates,https://www.google.com/search?q=Vaporeon Hidden Fates site:pricecharting.com,1.85,7.63,24,https://www.pricecharting.com/game/pokemon-hidden-fates/vaporeon-18
Mr. Mime,Jungle,https://www.google.com/search?q=Mr. Mime Jungle site:pricecharting.com,14.72,76.57,430.59,https://www.pricecharting.com/game/pokemon-jungle/mr-mime-6
Moltres,151,https://www.google.com/search?q=Moltres 151 site:pricecharting.com,0.97,,,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/moltres-146
Togepi,Neo Genesis,https://www.google.com/search?q=Togepi Neo Genesis site:pricecharting.com,3.77,18.68,84.95,https://www.pricecharting.com/game/pokemon-neo-genesis/togepi-51
Alolan Meowth,Cosmic Eclipse,https://www.google.com/search?q=Alolan Meowth Cosmic Eclipse site:pricecharting.com,1.1,12.6,20.5,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/alolan-meowth-128
Lillipup,Boundaries Crossed,https://www.google.com/search?q=Lillipup Boundaries Crossed site:pricecharting.com,1.24,5.01,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/lillipup-120
Lickitung,Majestic Dawn,https://www.google.com/search?q=Lickitung Majestic Dawn site:pricecharting.com,1.99,10.5,,https://www.pricecharting.com/game/pokemon-majestic-dawn/lickitung-39
Clefable,Jungle,https://www.google.com/search?q=Clefable Jungle site:pricecharting.com,12.89,65.13,843.65,https://www.pricecharting.com/game/pokemon-jungle/clefable-1
Venonat,Jungle,https://www.google.com/search?q=Venonat Jungle site:pricecharting.com,1.19,15.67,33,https://www.pricecharting.com/game/pokemon-jungle/venonat-63
Tangrowth,Boundaries Crossed,https://www.google.com/search?q=Tangrowth Boundaries Crossed site:pricecharting.com,2.89,16,99.37,https://www.pricecharting.com/game/pokemon-boundaries-crossed/tangrowth-6
Magmar,151,https://www.google.com/search?q=Magmar 151 site:pricecharting.com,1.7,12.59,37.18,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/magmar-126
Chansey,Evolutions,https://www.google.com/search?q=Chansey Evolutions site:pricecharting.com,3.08,18.46,755.5,https://www.pricecharting.com/game/pokemon-evolutions/chansey-70
Clefairy,151,https://www.google.com/search?q=Clefairy 151 site:pricecharting.com,1.1,11.68,34.65,https://www.pricecharting.com/game/pokemon-scarlet-&-violet-151/clefairy-35
Flapple,Evolving Skies,https://www.google.com/search?q=Flapple Evolving Skies site:pricecharting.com,0.99,11.89,33.77,https://www.pricecharting.com/game/pokemon-evolving-skies/flapple-120
Rattata,Evolutions,https://www.google.com/search?q=Rattata Evolutions site:pricecharting.com,1.37,11.22,96,https://www.pricecharting.com/game/pokemon-evolutions/rattata-66
Frillish,Boundaries Crossed,https://www.google.com/search?q=Frillish Boundaries Crossed site:pricecharting.com,1.5,,,https://www.pricecharting.com/game/pokemon-boundaries-crossed/frillish-44
Flaaffy,Neo Genesis,https://www.google.com/search?q=Flaaffy Neo Genesis site:pricecharting.com,2,10.01,46,https://www.pricecharting.com/game/pokemon-neo-genesis/flaaffy-34
Haunter,Base,https://www.google.com/search?q=Haunter Base site:pricecharting.com,2.1,27.54,84.84,https://www.pricecharting.com/game/pokemon-base-set/haunter-29
Paras,Hidden Fates,https://www.google.com/search?q=Paras Hidden Fates site:pricecharting.com,1.25,12.93,38.98,https://www.pricecharting.com/game/pokemon-hidden-fates/paras-4
Ledyba,Neo Genesis,https://www.google.com/search?q=Ledyba Neo Genesis site:pricecharting.com,1.49,11.49,25.16,https://www.pricecharting.com/game/pokemon-neo-genesis/ledyba-63
Lunala,Cosmic Eclipse,https://www.google.com/search?q=Lunala Cosmic Eclipse site:pricecharting.com,2.08,29,36.56,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/lunala-102
Jolteon V,Evolving Skies,https://www.google.com/search?q=Jolteon V Evolving Skies site:pricecharting.com,16.74,23.67,71.67,https://www.pricecharting.com/game/pokemon-evolving-skies/jolteon-v-177
Ledian,Neo Genesis,https://www.google.com/search?q=Ledian Neo Genesis site:pricecharting.com,2.1,12.99,29,https://www.pricecharting.com/game/pokemon-neo-genesis/ledian-39
Stufful,Cosmic Eclipse,https://www.google.com/search?q=Stufful Cosmic Eclipse site:pricecharting.com,1.4,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/stufful-181
Swoobat,Cosmic Eclipse,https://www.google.com/search?q=Swoobat Cosmic Eclipse site:pricecharting.com,1.11,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/swoobat-88
Phanpy,Neo Genesis,https://www.google.com/search?q=Phanpy Neo Genesis site:pricecharting.com,1.99,7.5,102.86,https://www.pricecharting.com/game/pokemon-neo-genesis/phanpy-43
Pinsir-GX,Hidden Fates,https://www.google.com/search?q=Pinsir-GX Hidden Fates site:pricecharting.com,2.26,12.76,30,https://www.pricecharting.com/game/pokemon-hidden-fates/pinsir-gx-6
Gloom,151,https://www.google.com/search?q=Gloom 151 site:pricecharting.com,14.74,24.27,139.99,https://www.pricecharting.com/game/pokemon-obsidian-flames/gloom-198
Zangoose,Cosmic Eclipse,https://www.google.com/search?q=Zangoose Cosmic Eclipse site:pricecharting.com,1.01,,,https://www.pricecharting.com/game/pokemon-cosmic-eclipse/zangoose-173
Hitmonchan,Evolutions,https://www.google.com/search?q=Hitmonchan Evolutions site:pricecharting.com,3.18,15,,https://www.pricecharting.com/game/pokemon-evolutions/hitmonchan-holo-62
Kangaskhan,Jungle,https://www.google.com/search?q=Kangaskhan Jungle site:pricecharting.com,6.49,69,767,https://www.pricecharting.com/game/pokemon-jungle/kangaskhan-5
